source,postId,title,company,bg,product,category,country,province,city,jobType,workYears,lastUpdateTime,responsibility,requirement,skills,sourceUrl,fetchedAt
Meituan Careers,4486624744,物流规划岗,Meituan,核心本地商业-医药健康事业部,,零售类,China,,北京市,3,,2026-07-20T10:09:54+08:00,1. 负责制定和优化公司电商物流网络规划方案，提升整体物流效率与成本效益。 2. 分析物流数据，识别运营瓶颈并提出改进策略，支持业务决策。 3. 协调仓储、运输、配送等环节资源，推动跨部门协作与流程优化。 4. 对接各类三方商务，协调服务商定期优化成本、效率，持续调优服务准则。 5. 编制物流规划相关报告，定期向管理层汇报项目进展与成果。,1. 参与公司核心物流战略制定，发挥专业影响力。 2. 提供广阔的职业发展平台与跨领域学习机会。 3. 工作地点位于北京，享受一线城市资源与便利。 4. 团队氛围开放，鼓励创新与持续改进。 5. 具有市场竞争力的薪酬与完善的福利体系。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4486624744,2026-07-20T14:35:58+08:00
Meituan Careers,4095156667,BC端产品运营,Meituan,核心本地商业-下沉市场发展部,,运营类,China,,北京市,3,,2026-07-20T10:09:34+08:00,1.负责下沉团购购后链路设计，包括但不限于盈利模型、商家合作机制及用户增长策略的制定与落地； 2.联合商分、财务、平台、战略等团队计算后链路代理商价值、平台价值、商家价值并持续提升多方价值； 3.联合C端团队设计并执行线下流量转化方案，通过新人券、品、cross、私域运营等方式实现用户向美团平台的有效迁移和持续活跃； 4.搭建数据监控体系，借助AI工具持续优化用户转化路径和商家服务流程，提升整体运营效率； 5.跨部门协调产品、技术、商分、财务、法务、商务等资源，推动业务目标达成并实现规模化复制。,探索下沉餐饮线下流量增长方式，兼具B&C端视角，可发挥空间大。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4095156667,2026-07-20T14:35:58+08:00
Meituan Careers,4310838598,合作商赋能提效,Meituan,核心本地商业-下沉市场发展部,,运营类,China,,北京市,3,,2026-07-20T10:09:32+08:00,1、合作商能力赋能：基于前线合作商的现状与短板，设计并推动合作商培训体系、经营辅导方案和能力提升项目，协助合作商建立标准化的经营管理能力，推动合作商组织竞争力持续提升。 2、合作商新能力建设：探索并推动合作商在数字化管理、精细化运营等方面的新能力建设，梳理最佳实践，萃取可复制的赋能模型，推动全国范围内的能力复制与规模化推广。 3、项目落地与效果验证：对各赋能项目进行全周期管理，追踪落地进展与效果，以数据为依据评估项目价值，持续迭代优化。,1、深度参与公司核心业务运营。 2、提供完善的培训体系与职业发展通道。 3、团队氛围开放，鼓励创新与主动思考。,Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4310838598,2026-07-20T14:35:58+08:00
Meituan Careers,4151966151,医药健康-快递电商-健康品供应链专家,Meituan,核心本地商业-医药健康事业部,,运营类,China,,北京市,3,,2026-07-20T10:09:17+08:00,1. 从事美团买药自营健康品业务的采购工作，对所负责业务范围内的新品引入、库存周转、断货率、滞销率、现金流等业绩指标负责； 2. 对上游供应链现状进行梳理和诊断，识别判断最优采购路径，不断优化采购成本，提升低成本结构竞争力； 3. 引入优质供应商，与负责的供应商不断深入合作，做好供应商资源管理，为公司争取更多的供应链资源； 4. 借助AI工具进行监测行业政策（如医疗器械注册法规、保健品备案要求）、市场动态，输出策略建议，抢占市场先机。结合市场和行业信息，与行业伙伴共同建立健康有序的合作关系。,1. 公司福利优厚：六险一金、年终奖、定期团建、带薪年假、定期体检、节日福利、补充医疗保险； 2. 业务发展广阔前景，是公司重点突破业务； 3. 主导平台核心品类布局，直接参与行业生态构建； 4. 参与建设美团B2C电商快速发展阶段，并从中收获宝贵的经验。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4151966151,2026-07-20T14:35:58+08:00
Meituan Careers,4547149403,医药健康-快递电商-健康品商品运营,Meituan,核心本地商业-医药健康事业部,,运营类,China,,北京市,3,,2026-07-20T10:09:12+08:00,承担医药健康-快递电商健康品（保健品、医疗器械）的商品运营工作，包括商品规划、价格策略、供给协同、人群运营、商业化等模块，为品类规模增长、利润贡献及品类心智建设负责。 1. 商品规划：结合行业趋势、用户画像及业务数据，对商品进行分层分类，基于不同业务场景制定选品与推品策略；联动供应链团队持续补充商品池，定期评估商品销售表现并制定汰换计划，优化商品结构。 2. 价格策略：基于各品类用户购买决策因子的差异，制定有竞争力的分层定价策略，管理商品的补贴、流量等资源分配；提升补贴效率，优化搜索排序与营销活动推品效果，沉淀可复用的商品运营方法论。 3. 供给协同：协同采购、营销、产品等部门，连接B端供应商、P端平台能力与C端用户需求，推动商品全链路效率提升；借助AI工具优化用户购买路径（搜索→浏览→下单→复购），提升转化率与用户生命周期价值。 4. 人群运营与商业化：洞察不同用户群体的差异化需求，制定精准的商品推荐与营销方案；探索健康品品类的商业化潜力，提升品类整体ROI。,1.公司福利优厚，六险一金、年终奖、定期团建、带薪年假、定期体检、节日福利、补充医疗保险； 2.快递电商核心岗位，参与建设美团医药健康业务的快速发展阶段，并从中收获宝贵的经验。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4547149403,2026-07-20T14:35:58+08:00
Meituan Careers,4414488484,下沉市场-餐饮广告产品及客户运营,Meituan,核心本地商业-下沉市场发展部,,运营类,China,,北京市,3,,2026-07-20T10:09:09+08:00,"1、广告收入达成与大客招商 深度盘点下沉市场流量资源与供需匹配关系，持续挖掘增收机会点；负责外卖和到餐大客户的属地化广告招商，拓展客户生态，驱动广告收入目标达成。 2、广告产品体系建设与整合营销 基于下沉市场用户画像与商户特征，设计并落地适配下沉场景的差异化广告产品体系；为客户提供""投放前-中-后""一体化整合营销解决方案，涵盖广告策略制定、创意策划、资源组合及效果保障。 3、销售策略制定与大客运营 制定广告产品销售策略与商户分层运营体系，精准匹配不同层级商户需求；负责大客户全生命周期管理，建立深度信任关系，提升客户长期价值与续费率，建立可复制的标准化运营SOP。 4、AI提效赋能 探索并落地AI工具在广告运营与销售全环节的应用，包括投放策略优化、数据分析提效、广告方案智能产出等，沉淀可复制的AI+广告赋能打法与案例，推动人效提升与运营模式创新。",1. 广阔市场：下沉市场潜力大，发展机会多，能充分施展才能。 2. 多元挑战：涵盖多方面工作，全面提升综合运营能力。 3. 创新影响：有机会尝试新策略，对业务发展影响大。 4. 团队协作：与多团队合作，共享资源，助力职业发展。 5. 业绩回报：业务增长带来丰厚奖励和晋升机会。 6. 前沿经验：了解行业动态，积累前沿经验，提升竞争力。,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4414488484,2026-07-20T14:35:58+08:00
Meituan Careers,3667346136,下沉市场-广告渠道销售运营,Meituan,核心本地商业-下沉市场发展部,,运营类,China,,北京市,3,,2026-07-20T10:08:59+08:00,1、渠道策略与规划：落实下沉广告渠道运营策略，包括广告合作商与广告商引入、协同、汰换，提升广告渠道运营效率。 2、渠道管理与运营：负责广告渠道日常运营（合作商/广告商管理、考核、激励），制定一线广告人员管理机制，提升广告渠道稳定性、执行力与团队效能。 3、广告产品与策略：提供适配下沉商户的广告产品投放及销售策略，提升广告渗透率与广告收入。 4、数据驱动与 AI 赋能：挖掘广告收入增长机会，通过数据分析与 AI 工具赋能广告策略推演、投放效果评估、合作商广告效能诊断及复盘输出，沉淀可复用打法，持续优化广告投放策略与人效。 5、内外部协同：与内外部部门对齐目标，建立高效合作关系，实现广告业务协同增效。,1、 本科及以上学历，3年以上本地生活广告、渠道运营、广告销售或相关经验优先。 2、 熟悉广告产品体系，具备广告产品策略、销售策略制定能力。 3、 数据分析与 AI 应用能力突出，能通过数据驱动优化渠道运营策略，具备 AI 工具实战经验，对 AI+广告趋势敏感。 4、 沟通能力强，执行力强，团队协作精神佳。 5、 学习能力和创新意识强，能快速适应行业变化。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3667346136,2026-07-20T14:35:58+08:00
Meituan Careers,4506930963,下沉市场-渠道经理（粤海区域）,Meituan,核心本地商业-下沉市场发展部,,销售、客服与支持类,China,,广州市|海口市,3,,2026-07-20T10:08:56+08:00,1.负责区域内目标合作商的挖掘和洽谈合作工作，并带领合作商完成外卖的业务目标； 2.协助合作商组建和管理团队，辅导和监督合作商做好团队的管理工作； 3.给合作商团队成员有效的培训和辅导； 4.总结梳理合作商团队工作中的关键动作，使之流程标准化并落地执行； 5.从外卖业务数据和配送数据中发现问题，持续优化合作商的业务和管理； 6.从合作商的角度出发思考问题，保证合作商与美团外卖在资源互补、目标一致的方向健康发展； 7.对合作商团队进行公平公正且有效的工作考核，对不符合考核标准的合作商进行坚决清退。,1. 覆盖广东海南两省，发展空间广阔，成长路径清晰。 2. 公司提供完善的培训体系和资源支持，助力个人能力提升。 3. 团队氛围积极开放，鼓励创新与协作。,,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4506930963,2026-07-20T14:35:58+08:00
Meituan Careers,4555766150,医药健康-快递电商-商品开发专家,Meituan,核心本地商业-医药健康事业部,,运营类,China,,北京市,3,,2026-07-20T10:08:42+08:00,1. 商品开发与自有品牌建设 围绕业务定位，推动保健滋补、医疗器械方向的自有商品开发，负责策略制定与落地，完成年度定制品开发目标，建立PB商品的完整能力，打造高毛利、高复购的自有商品线。 2. 供应商管理 负责OEM、ODM供应商的寻源、评估与准入，推动定制产品开发全流程（需求定义→打样→中试→量产），确保产品按期交付并符合质量标准。 3. 品类采购 负责部分品类的采购执行与供应链管理，包括供应商谈判、成本优化、库存健康度管理等，支持业务营收和利润目标达成。 4. 跨部门协同 联动商品运营、营销、质管、法务等团队，推动新品从开发到上架的全流程高效运转，确保业务节奏与市场窗口的匹配。,1.公司福利优厚，六险一金、年终奖、定期团建、带薪年假、定期体检、节日福利、补充医疗保险； 2.快递电商核心岗位，参与建设美团医药健康业务的快速发展阶段，并从中收获宝贵的经验。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4555766150,2026-07-20T14:35:58+08:00
Meituan Careers,3946498294,医药健康-快递电商-药品商品运营,Meituan,核心本地商业-医药健康事业部,,运营类,China,,北京市,3,,2026-07-20T10:08:36+08:00,承担快递电商慢病药品的商品运营工作，包括商品规划、价格策略、供给协同、人群运营、商业化等模块，为慢病药品的规模增长、利润贡献及低价心智建设负责。 1.商品规划：结合行业特征和业务特征，洞察用户需求，对商品进行分层分类，基于不同业务场景，制定有效选品、推品策略，联动供给团队进行持续补充；定期评估商品销售表现，制定并执行商品汰换计划，优化商品结构。 2.商品增长：基于不同病种下用户购买决策因子差异，制定有竞争力的价格策略，管理商品的补贴、流量等资源。包括分层定价、补贴效率提升、搜索排序优化、营销活动推品等，沉淀商品运营方法论。 3.组织协同：协同招运/采购、营销、产品等部门，连接B端、P端和C端，借助AI工具推动用户购买链路优化及提效。,1.公司福利优厚，六险一金、年终奖、定期团建、带薪年假、定期体检、节日福利、补充医疗保险； 2.快递电商核心岗位，参与建设美团医药健康业务的快速发展阶段，并从中收获宝贵的经验。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3946498294,2026-07-20T14:35:58+08:00
Meituan Careers,4634455292,小象超市-配送用工招聘运营专家,Meituan,食杂零售-小象事业部,,运营类,China,,北京市,3,,2026-07-20T10:08:34+08:00,1.负责算发薪产品运营，基于各岗位薪酬策略，推动计薪产品上线，提升算发薪准确率和时效。 2.负责算发薪流程运营，识别算发薪问题点，行成SOP，提升算发薪协同效率。 3.负责薪资钱包产品运营，通过一线需求调研、行业调研与各业务诉求，推动薪资和业绩相关产品工具上线，提升薪酬可解释性。 4.负责薪资核算，支持短期或项目定价方案，完成薪资或者补贴核算，准确交付。 5.掌握基本的AI工具，能使用工具提升工作流程效率。 6.推进骑手招聘全流程数字化建设，搭建合作商管理数据看板，实现招聘漏斗、交付质量、成本结构等关键指标的实时监控，通过数字化工具提升合作商管理效率和数据透明度，为招聘生态治理和合作商评估提供可靠的数据支撑。,业务高速发展，核心业务，团队氛围nice，享受具有竞争力的薪酬与福利,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4634455292,2026-07-20T14:35:58+08:00
Meituan Careers,4631974614,商业分析师（bp方向）,Meituan,核心本地商业-闪购事业部,,商业分析类,China,,北京市,3,,2026-07-20T10:08:29+08:00,1.深度参与品类经营分析与商业策略，为业务部门提供数据支持和决策建议； 2.主导市场动态、渠道效率、品类机会等专题分析，识别业务增长机会与风险； 3.负责跟踪和分析业务指标，构建经营预测模型，支持年度目标及滚动目标制定与校准； 4.负责撰写商业分析报告，向管理层汇报分析结果和建议。,1. 参与公司核心业务决策，直接影响业务发展方向。 2. 与高层及业务负责人紧密合作，快速积累战略视野与业务洞察力。 3. 提供广阔的职业发展空间与持续学习成长机会。 4. 工作地点位于北京核心区域，办公环境优越，团队氛围开放高效。,Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4631974614,2026-07-20T14:35:58+08:00
Meituan Careers,4631817826,物流运营,Meituan,核心本地商业-到家履约平台,,零售类,China,,北京市,3,,2026-07-20T10:08:21+08:00,"1、负责美团配送的健康度运营，助力骑手更好体验提升。 2、针对遇到的商内部廉正问题，通过识别渠道，设计流程和机制方案推动解决； 3、积极主动关注业务策略与落地痛点诉求，识别做功点，赋能合作商； 4、持续改进和优化现有商管理漏洞，落地机制，结合业务实际场景降低非健康的运营方式，迭代有风险的运营流程。 5、接合作商和区域管理团队，就方案可行性做对齐，跟进实际执行情况，确保策略从""发出通知""变成""改变行为"" 6、运用AI工具提升治理效率——包括但不限于数据自动分析、问题自动识别分发、监控看板迭代，把个人洞察能力沉淀为团队可复用的AI工作流",1、挑战性大：新项目的首次推广，实现从无到有的不断探索，全方位方案设计，流程制定，给敢于创新的人； 2、涉猎面广：业务管理与行业协会相结合，了解公司的同时也能了解行业动态，提升行业视角；,Security|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4631817826,2026-07-20T14:35:58+08:00
Meituan Careers,4630805604,招聘助理,Meituan,软硬件服务-硬件管理部,,销售、客服与支持类,China,,北京市,3,,2026-07-20T10:08:14+08:00,1. 根据业务发展阶段，制定合适的招聘策略，保障业务发展所需的人才供给，包括但不限于确定招聘目标、预算规划、招聘渠道选择等； 2. 对招聘需求及招聘数据进行分析，提供有效的招聘解决方案，提升招聘交付的质量和效率。招聘解决方案包括但不限于招聘需求与目标人才市场匹配度分析、人才寻访、有效的薪酬策略以及面试流程优化； 3. 通过行业人才地图，为业务管理者搭建团队提供有效信息输入，包括市场趋势分析、竞争对手人才动态等，持续提升招聘工作对于业务发展的价值； 4. 帮助业务管理者与行业资深人士建立链接，为业务团队持续储备引入优秀人才，同时建立和维护人才储备库，确保快速响应招聘需求； 5. 配合招聘流程的管理和优化，确保招聘流程的合规性、效率性和体验感，包括简历筛选、面试安排、候选人体验管理等，提出招聘流程的改进建议。,1.招聘专业能力的体系化培养，面临复杂多元的交互和协同场景 2.主R一个部门招聘工作，成长速度快,Security|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4630805604,2026-07-20T14:35:58+08:00
Meituan Careers,4630056806,小象超市-配送效率运营专家,Meituan,食杂零售-小象事业部,,运营类,China,,北京市,3,,2026-07-20T10:08:08+08:00,1. 调度规则设计与优化：负责驻店配送场景下的调度策略，围绕波次调度、集单规则、预调度时机等核心环节，持续设计和迭代调度策略，在有效集单时间与骑手工时利用率之间找到最优平衡；对趟次单量和单均配送时长负责。 2. 骑手成长体系搭建与运营：设计骑手从入职到成熟的完整成长路径，包括背单解锁节奏、等级晋升规则及配套权益体系，通过合理的激励设计和约束机制加快骑手能力成长速度；对骑手等级跃迁和新骑手留存率负责。 3. 跨团队协同推进：与调度系统产品团队紧密协作，将运营策略转化为系统规则落地；与骑手分层、路区管理等模块协同，确保调度规则与路区结构、骑手能力相互配合；对策略从验证到全量落地的完整交付负责。 4. 策略验证与迭代：设计调度策略和成长规则的AB测试方案，建立从假设提出、试点执行到数据结论的完整验证链路；对每一次策略迭代的效率增量可量化、可复制负责。,1. 核心业务运营，直接影响千万用户配送体验。 2. 快速积累物流与运营实战经验。 3. 提供清晰的职业发展路径与专业成长支持。,Testing|Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4630056806,2026-07-20T14:35:58+08:00
Meituan Careers,4627118509,Quality Assurance Specialist,Meituan,Keeta,,销售、客服与支持类,China,,开罗,3,,2026-07-20T10:08:04+08:00,"- Lead the systematic monitoring and evaluation of agent interactions across email, chat, and voice channels, ensuring adherence to established quality standards, process requirements, and performance KPIs. -Oversee the end-to-end governance of quality metrics, including accuracy, fatal error rates, compliance scores, CSAT/DSAT drivers, and adoption performance. -Identify failures and potential risks; recommend and drive preventive and corrective actions with internal teams and vendor partners through structured governance routines. -Conduct detailed root-cause analyses on quality gaps, DSAT trends, and complaints to drive sustainable improvements in customer experience. -Manage and oversee the quality performance of all BPO/vendor partners to ensure consistent delivery aligned with CX, operational, and compliance standards. -Lead vendor performance reviews, quality-focused WBRs, calibration alignment, and post-audit accuracy assessments to ensure accountability and continuous improvement. -Drive vendor improvement initiatives focused on reducing errors, improving efficiency, enhancing compliance, and optimizing cost-to-serve. -Guide vendors in implementing action plans, ensuring adherence to governance structures, timelines, and performance expectations. -Lead internal and external calibrations, including DSAT-specific calibration sessions, ensuring aligned scoring, consistent interpretation of criteria, and evaluation accuracy. -Provide structured, objective feedback to agents and vendor teams, highlighting strengths, gaps, and developmental priorities. -Work closely with operations to support coaching strategies, floor readiness, and performance uplift initiatives. -Identify performance patterns and quality trends, proposing systemic improvements and process optimization opportunities. -Develop and present comprehensive reports on quality metrics, fatal error rates, DSAT insights, and agent/vendor performance trends. -Deliver actionable, data-driven recommendations to leadership and cross-functional stakeholders. -Track and document the progress of quality initiatives, ensuring timely execution and measurable impact. -Act as a subject matter expert on QA standards and customer experience best practices. Complete monthly login hours for handling live customer interactions","Accelerated professional growth, Continuous learning culture, Purpose-Driven impact",Testing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4627118509,2026-07-20T14:35:58+08:00
Meituan Careers,4626566661,闪购-歪马-贵阳运营督导（物流方向）,Meituan,核心本地商业-闪购事业部,,零售类,China,,贵阳市,3,,2026-07-20T10:08:03+08:00,1.负责区域内仓配合作商日常全流程运营的监督管理，运营异常诊断及解决，保障中心仓运营符合流程标准、高效稳定。 2.负责管控区域内仓配成本、运营指标、安全合规等事项，协助完成月度经营结果分析，持续通过赋能管理合作商实现质量提升、效率优化与成本降低。 3.负责区域内开搬扩相关协同工作。 4.负责区域内合作商运营赋能、考核、巡检、运营提升等工作，并完善管理策略和方式方法，不断提升管理水平，形成闭环管理。 5.推动物流能力建设与业务发展需要相匹配；辅助大区负责人制定合理的经运营决策。 6.贯彻执行总部及大区策略，配合落地新业务，保持动态协同，并在落地过程中不断反馈及支持迭代策略。,快速发展的即时零售平台，业务处于蓬勃发展期，个人成长快，发展空间大。,Security|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4626566661,2026-07-20T14:35:58+08:00
Meituan Careers,4622010100,低价项目产品运营,Meituan,核心本地商业-酒店旅行,,运营类,China,,北京市,3,,2026-07-20T10:07:58+08:00,1.制定酒旅低价项目BC端运营策略并落地，为供给质量和交易额负责。 2.负责酒旅项目产品工具的建设，协同产研团队提升策略运营效率。 3.负责项目的数据分析，数据驱动进行经营诊断，为下一步举措提供数据基础。 4.协调内部各部门资源，推动项目整体运营达成目标。,1.参与项目产品运营的全流程，快速提升个人能力和职业发展。 2.业务涉及合作多个酒旅专项团队，有机会以更多的视角去理解行业。 3.酒旅重点项目，历史已取得较好基础与成绩，团队氛围非常好。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4622010100,2026-07-20T14:35:58+08:00
Meituan Careers,4621911277,医美SKA客户组长,Meituan,核心本地商业-医药健康事业部,,销售、客服与支持类,China,,北京市|上海市|杭州市,3,,2026-07-20T10:07:56+08:00,1. 负责医美行业SKA客户的开发与维护，制定并执行客户拓展策略，达成业绩目标。 2. 带领5人团队开展大客户销售工作，统筹资源支持团队完成关键项目落地。 3. 深度理解客户需求，协调内部产品、运营及交付团队，推动定制化解决方案的实施。 4. 定期分析客户经营数据与市场趋势，输出行业洞察报告，优化客户合作模式。 5. 建立并维护与SKA客户高层的长期合作关系，提升客户满意度与续约率。,1. 加入高速发展的医美行业，参与行业头部客户战略合作项目。 2. 扁平化管理机制，拥有充分的资源支持与决策参与空间。 3. 团队氛围积极开放，注重专业成长与跨部门协作能力提升。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4621911277,2026-07-20T14:35:58+08:00
Meituan Careers,4617969042,商业分析师,Meituan,软硬件服务-充电宝业务部,,商业分析类,China,,北京市,3,,2026-07-20T10:07:48+08:00,1、承接BU整体业务目标与战略，梳理实现路径和运营计划，协助管理层明确、调整业务方向和策略；结合AI工具探索规划与复盘的提效路径，提升分析效率和决策响应速度。围绕核心业务议题构建分析框架，深挖业务痛点、风险与机会，输出面向管理层的分析报告。 2、协同业务、财务团队共同制定可落地的解决方案并推进执行；同时主导或参与AI分析工具的需求定义与落地，将重复性分析工作自动化，推动团队整体提效。 3、持续追踪行业头部企业动态，研判行业趋势与核心经营策略，支持经营决策；借助AI工具建立信息的系统化监测机制，提高情报收集与分析的时效性。 4、负责团队AI工具的产品化落地：识别业务分析中的高频痛点，定义AI工具需求，推动从原型验证到稳定上线的全流程；持续迭代优化，确保工具真正融入日常工作流。,1、内外部视角兼顾，可全面提升商业理解。 2、有优秀的经营分析团队，互相交流学习，不断提升个人基本功。 3、团队氛围好，系统化的美团工作方法论，不断提升个人思维能力及工作技能。,Product|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4617969042,2026-07-20T14:35:58+08:00
Meituan Careers,4617408310,松鼠便利西部大区成都中心仓运营支持,Meituan,核心本地商业-闪购事业部,,零售类,China,,成都市,3,,2026-07-20T10:07:38+08:00,1. 结算与费用管理：依据合同约定计费标准，独立核算应付费用，识别并标记异常差异项，在业财系统中准确创建结算申请单并完成审批跟进，主动发现、分析结算差异原因，推动多方协调核实与解决。 2. 物流成本分析与数据支持：定期整理汇总结算相关数据，制作物流成本分析报表，识别成本异常和优化空间，为成本控制及精细化运营提供数据支撑。 3. 闪购商家入驻与规则管理：负责闪购商家入驻规则的迭代优化，协同合规、GA等业务方及时更新审核规则，完成内外部政策透传与规则落地。 4. 中心仓运营支持：负责输出中心仓日报，支持仓配经理精细化运营；管理差异专员的认责和举证效率，驱动履约体验提升；定期收集门店和采销的投诉与反馈，协助优化流程、提升全链路体验；负责大区内相关岗位的绩效得分核算。 5. 仓内行政与后勤管理：负责中心仓物资设备验收、入账、盘点、报损及水电办公成本控制结算；负责人员排班休假管理、5S管理，以及外部联络接待（物业、回收商、设备维保、消防等）。,1. 加入高速发展的松鼠便利，参与区域核心仓储运营。 2. 扁平化管理，提供清晰的职业成长路径。 3. 团队氛围年轻活跃，注重员工能力提升。 4. 提供行业竞争力的薪资及绩效激励。 5. 弹性工作制，注重工作与生活平衡。,Security|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4617408310,2026-07-20T14:35:58+08:00
Meituan Careers,4616982976,松鼠便利华南区广州自营中心仓运营支持,Meituan,核心本地商业-闪购事业部,,零售类,China,,广州市,3,,2026-07-20T10:07:32+08:00,岗位职责 1. 结算与费用管理：依据合同约定计费标准，独立核算应付费用，识别并标记异常差异项，在业财系统中准确创建结算申请单并完成审批跟进，主动发现、分析结算差异原因，推动多方协调核实与解决。 2. 物流成本分析与数据支持：定期整理汇总结算相关数据，制作物流成本分析报表，识别成本异常和优化空间，为成本控制及精细化运营提供数据支撑。 3. 闪购商家入驻与规则管理：负责闪购商家入驻规则的迭代优化，协同合规、GA等业务方及时更新审核规则，完成内外部政策透传与规则落地。 4. 中心仓运营支持：负责输出中心仓日报，支持仓配经理精细化运营；管理差异专员的认责和举证效率，驱动履约体验提升；定期收集门店和采销的投诉与反馈，协助优化流程、提升全链路体验；负责大区内相关岗位的绩效得分核算。 5. 仓内行政与后勤管理：负责中心仓物资设备验收、入账、盘点、报损及水电办公成本控制结算；负责人员排班休假管理、5S管理，以及外部联络接待（物业、回收商、设备维保、消防等）。,1. 加入高速发展的松鼠便利，参与区域核心仓储运营相关工作； 2. 扁平化管理，提供清晰的职业成长路径； 3. 团队氛围年轻活跃，注重员工能力提升。,Security|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4616982976,2026-07-20T14:35:58+08:00
Meituan Careers,4121574697,增长产品Leader,Meituan,Keeta,,产品类,China,,北京市|深圳市,3,,2026-07-20T10:07:29+08:00,负责Keeta增长核心产品策略的制定与产品体系建设，通过构建智能化的用户激励及提频产品能力，在优化补贴效率的同时驱动用户心智的建立与消费习惯的养成。 1、【增长策略制定】 基于Keeta业务在不同区域的发展阶段，深入洞察用户画像与消费场景，制定以“提频”和“LTV提升”为核心的增长产品策略，统筹规划用户从留存到提频的全链路转化路径。 2、【产品体系建设】 带领团队构建用户增长产品矩阵。重点包括：搭建智能补贴策略中台，实现补贴的精准计算、持续优化补贴ROI；设计并迭代如券包售卖、任务体系、会员体系、游戏化场景等核心产品功能，通过组合拳强化用户粘性，提升高价值用户的消费频次。 3、【团队管理与跨域协同】 带领团队设定增长目标与Roadmap，并与各区域业务及协作方对齐，高效协同资源，确保项目取得预期业务结果。 4、【AI应用】运用 AI 工具（如 ChatGPT/Copilot/内部 AI 平台）提升日常工作效率，推动团队 AI 工具的落地应用,1、全球拓展的机会，国际化视野，更是职业选择带宽的提升 2、AI-Native 的工作氛围，注重人机协作效率,Product|Marketing|Design,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4121574697,2026-07-20T14:35:58+08:00
Meituan Careers,4616303738,北京中心仓运营支持,Meituan,核心本地商业-闪购事业部,,零售类,China,,北京市,3,,2026-07-20T10:07:25+08:00,1.结算与费用管理：依据合同约定计费标准，独立核算应付费用，识别并标记异常差异项，在业财系统中准确创建结算申请单并完成审批跟进，主动发现、分析结算差异原因，推动多方协调核实与解决。 2. 物流成本分析与数据支持：定期整理汇总结算相关数据，制作物流成本分析报表，识别成本异常和优化空间，为成本控制及精细化运营提供数据支撑。 3. 闪购商家入驻与规则管理：负责闪购商家入驻规则的迭代优化，协同合规、GA等业务方及时更新审核规则，完成内外部政策透传与规则落地。 4. 中心仓运营支持：负责输出中心仓日报，支持仓配经理精细化运营；管理差异专员的认责和举证效率，驱动履约体验提升；定期收集门店和采销的投诉与反馈，协助优化流程、提升全链路体验；负责大区内相关岗位的绩效得分核算。 5. 仓内行政与后勤管理：负责中心仓物资设备验收、入账、盘点、报损及水电办公成本控制结算；负责人员排班休假管理、5S管理，以及外部联络接待（物业、回收商、设备维保、消防等）。,1. 加入高速发展的松鼠便利，参与区域核心仓储运营。 2. 扁平化管理，提供清晰的职业成长路径。 3. 团队氛围年轻活跃，注重员工能力提升。 4. 提供行业竞争力的薪资及绩效激励。 5. 弹性工作制，注重工作与生活平衡。,Security|Marketing,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4616303738,2026-07-20T14:35:58+08:00
