id,from,to,type,weight,confidence,first_seen,last_seen,evidence
role:role-系统工程师->requires->skill:product,role:role-系统工程师,skill:product,requires,1,0.58,2026-06,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35337&dataSource=1
role:role-系统工程师->requires->skill:testing,role:role-系统工程师,skill:testing,requires,1,0.58,2026-06,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35337&dataSource=1
role:role-系统集成项目经理太原->requires->skill:c,role:role-系统集成项目经理太原,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502530631417856
role:role-级家装咨询顾问->requires->skill:c,role:role-级家装咨询顾问,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867408416193396742
role:role-级家装咨询顾问->requires->skill:design,role:role-级家装咨询顾问,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867408416193396742
role:role-组织文化->requires->skill:c,role:role-组织文化,skill:c,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4519056506
role:role-组织文化->requires->skill:design,role:role-组织文化,skill:design,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4519056506
role:role-结构工程师-北京->requires->skill:c,role:role-结构工程师-北京,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1820475017210650626
role:role-结构工程师-北京->requires->skill:design,role:role-结构工程师-北京,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1820475017210650626
role:role-结构工程师02-北京->requires->skill:c,role:role-结构工程师02-北京,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1391937363387105281
role:role-结构工程师02-北京->requires->skill:design,role:role-结构工程师02-北京,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1391937363387105281
role:role-给排水bim工程师->requires->skill:c,role:role-给排水bim工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008507116725616642
role:role-给排水专业负责人-北京->requires->skill:c,role:role-给排水专业负责人-北京,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1820475018590707715
role:role-给排水专业负责人-北京->requires->skill:design,role:role-给排水专业负责人-北京,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1820475018590707715
role:role-统计->requires->skill:c,role:role-统计,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089955843751938
role:role-统计->requires->skill:product,role:role-统计,skill:product,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089955843751938
role:role-编辑部主任->requires->skill:c,role:role-编辑部主任,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867077394528485377
role:role-编辑部主任->requires->skill:design,role:role-编辑部主任,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867077394528485377
role:role-网络化工程师->requires->skill:c,role:role-网络化工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867109284295360514
role:role-网络化工程师->requires->skill:design,role:role-网络化工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867109284295360514
role:role-网络科学家->requires->skill:product,role:role-网络科学家,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=32130&dataSource=1
role:role-网项目经理-助理-可居家办公->requires->skill:c,role:role-网项目经理-助理-可居家办公,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406887512096770
role:role-美团外卖-大客户销售->requires->skill:design,role:role-美团外卖-大客户销售,skill:design,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2860827753
role:role-美团外卖-电销专员-一区->requires->skill:product,role:role-美团外卖-电销专员-一区,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2798559871
role:role-美团快驴k项目-急聘江西省bd->requires->skill:product,role:role-美团快驴k项目-急聘江西省bd,skill:product,requires,1,0.58,2026-03,2026-03,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4258804757
role:role-美团快驴事业部-bdm->requires->skill:product,role:role-美团快驴事业部-bdm,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4319658211
role:role-美团酒店saas电话销售->requires->skill:product,role:role-美团酒店saas电话销售,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4487948560
role:role-美团骑行-政企大客户->requires->skill:product,role:role-美团骑行-政企大客户,skill:product,requires,1,0.58,2026-07,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4540142925
role:role-美容行业大客户经理->requires->skill:product,role:role-美容行业大客户经理,skill:product,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3712845261
role:role-美的中央空调项目经理->requires->skill:c,role:role-美的中央空调项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867414765203636229
role:role-能工->requires->skill:c,role:role-能工,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867405503907512325
role:role-能工->requires->skill:design,role:role-能工,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867405503907512325
role:role-腾讯云-上海泛企业销售经理-公有云->requires->skill:big-data,role:role-腾讯云-上海泛企业销售经理-公有云,skill:big-data,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2055555285849915392
role:role-腾讯云-东北销售经理-公有云->requires->skill:big-data,role:role-腾讯云-东北销售经理-公有云,skill:big-data,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2028715533607792640
role:role-腾讯云-医疗行业ka销售->requires->skill:product,role:role-腾讯云-医疗行业ka销售,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2017077999077318656
role:role-腾讯云-华东渠道销售->requires->skill:product,role:role-腾讯云-华东渠道销售,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2054482910307856384
role:role-腾讯云-华北泛企业销售经理-公有云->requires->skill:big-data,role:role-腾讯云-华北泛企业销售经理-公有云,skill:big-data,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1976893084159598592
role:role-腾讯云-华北渠道销售经理->requires->skill:product,role:role-腾讯云-华北渠道销售经理,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1978034565779968000
role:role-腾讯云-南区渠道经理->requires->skill:product,role:role-腾讯云-南区渠道经理,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1978720059018862592
role:role-腾讯云-文化传媒行业销售->requires->skill:big-data,role:role-腾讯云-文化传媒行业销售,skill:big-data,requires,1,0.58,2026-04,2026-04,http://careers.tencent.com/jobdesc.html?postId=2041737455060807680
role:role-腾讯云-文化传媒行业销售->requires->skill:product,role:role-腾讯云-文化传媒行业销售,skill:product,requires,1,0.58,2026-04,2026-04,http://careers.tencent.com/jobdesc.html?postId=2041737455060807680
role:role-腾讯云-泛互联网销售-出海方向->requires->skill:product,role:role-腾讯云-泛互联网销售-出海方向,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1955828766274113536
role:role-腾讯云-海外算力采购商务经理->requires->skill:product,role:role-腾讯云-海外算力采购商务经理,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2018144261165449216
role:role-腾讯云-消费电子行业大客户销售经理->requires->skill:big-data,role:role-腾讯云-消费电子行业大客户销售经理,skill:big-data,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2042079102260899840
role:role-腾讯云-消费电子行业大客户销售经理->requires->skill:design,role:role-腾讯云-消费电子行业大客户销售经理,skill:design,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2042079102260899840
role:role-腾讯云-深圳泛政销售经理-政企联动->requires->skill:big-data,role:role-腾讯云-深圳泛政销售经理-政企联动,skill:big-data,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1944949289897820160
role:role-腾讯云-福建泛企业销售经理-公有云->requires->skill:big-data,role:role-腾讯云-福建泛企业销售经理-公有云,skill:big-data,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2055555340703023104
role:role-腾讯云csig-政务政法行业ka销售->requires->skill:big-data,role:role-腾讯云csig-政务政法行业ka销售,skill:big-data,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2052732880802721792
role:role-腾讯云银行业ka销售->requires->skill:product,role:role-腾讯云银行业ka销售,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029340648095776768
role:role-腾讯会议-音频声学工程师->requires->skill:design,role:role-腾讯会议-音频声学工程师,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2032757898920226816
role:role-腾讯会议-音频声学工程师->requires->skill:testing,role:role-腾讯会议-音频声学工程师,skill:testing,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2032757898920226816
role:role-腾讯商业分析经理-医疗行业->requires->skill:design,role:role-腾讯商业分析经理-医疗行业,skill:design,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029549805298151424
role:role-腾讯商业分析经理-医疗行业->requires->skill:excel,role:role-腾讯商业分析经理-医疗行业,skill:excel,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029549805298151424
role:role-腾讯商业分析经理-医疗行业->requires->skill:product,role:role-腾讯商业分析经理-医疗行业,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029549805298151424
role:role-腾讯战略发展部-商业分析师-ai方向->requires->skill:product,role:role-腾讯战略发展部-商业分析师-ai方向,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1992530063823884288
role:role-腾讯战略发展部-商业分析师-半导体-供应链方向->requires->skill:product,role:role-腾讯战略发展部-商业分析师-半导体-供应链方向,skill:product,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2054826158603812864
role:role-腾讯战略发展部-商业分析经理-ai效率工具方向->requires->skill:design,role:role-腾讯战略发展部-商业分析经理-ai效率工具方向,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2031204316806803456
role:role-腾讯战略发展部-商业分析经理-ai效率工具方向->requires->skill:product,role:role-腾讯战略发展部-商业分析经理-ai效率工具方向,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2031204316806803456
role:role-腾讯投资-fund-investment-associate-associate-director->requires->skill:design,role:role-腾讯投资-fund-investment-associate-associate-director,skill:design,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2057421659916382208
role:role-腾讯投资-fund-investment-associate-associate-director->requires->skill:excel,role:role-腾讯投资-fund-investment-associate-associate-director,skill:excel,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2057421659916382208
role:role-腾讯投资-投资分析师-ai方向->requires->skill:machine-learning,role:role-腾讯投资-投资分析师-ai方向,skill:machine-learning,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1955553639053549568
role:role-腾讯投资-投资分析师-ai方向->requires->skill:product,role:role-腾讯投资-投资分析师-ai方向,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=1955553639053549568
role:role-腾讯投资-投资经理-投资经理-半导体->requires->skill:product,role:role-腾讯投资-投资经理-投资经理-半导体,skill:product,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2021195511368941568
role:role-腾讯投资者关系部-corporate-access-coordinator->requires->skill:excel,role:role-腾讯投资者关系部-corporate-access-coordinator,skill:excel,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2063236241918439424
role:role-腾讯投资者关系部-corporate-access-coordinator->requires->skill:sql,role:role-腾讯投资者关系部-corporate-access-coordinator,skill:sql,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2063236241918439424
role:role-腾讯游戏-商业分析师->requires->skill:product,role:role-腾讯游戏-商业分析师,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2071425562643185664
role:role-腾讯游戏-游戏引擎开发工程师-ai渲染->requires->skill:design,role:role-腾讯游戏-游戏引擎开发工程师-ai渲染,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2018583814598717440
role:role-腾讯游戏-游戏引擎开发工程师-ai渲染->requires->skill:unity,role:role-腾讯游戏-游戏引擎开发工程师-ai渲染,skill:unity,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2018583814598717440
role:role-腾讯游戏-编译器工程师-ai方向->requires->skill:c,role:role-腾讯游戏-编译器工程师-ai方向,skill:c,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1982745649132756992
role:role-腾讯游戏-编译器工程师-ai方向->requires->skill:product,role:role-腾讯游戏-编译器工程师-ai方向,skill:product,requires,1,0.58,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=1982745649132756992
role:role-腾讯电竞-电竞战略规划项目经理-国际方向->requires->skill:design,role:role-腾讯电竞-电竞战略规划项目经理-国际方向,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2005828009382273024
role:role-腾讯营销-公关经理->requires->skill:product,role:role-腾讯营销-公关经理,skill:product,requires,1,0.58,2026-05,2026-05,http://careers.tencent.com/jobdesc.html?postId=2052952642099003392
role:role-腾讯视频-ai短剧创作人->requires->skill:design,role:role-腾讯视频-ai短剧创作人,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2035966754550874112
role:role-腾讯视频-ai短剧创作人->requires->skill:testing,role:role-腾讯视频-ai短剧创作人,skill:testing,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2035966754550874112
role:role-自动驾驶数据闭环工程师->requires->skill:design,role:role-自动驾驶数据闭环工程师,skill:design,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4128699006
role:role-自动驾驶数据闭环工程师->requires->skill:testing,role:role-自动驾驶数据闭环工程师,skill:testing,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4128699006
role:role-自有品牌品质管理->requires->skill:design,role:role-自有品牌品质管理,skill:design,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3643663856
role:role-自有品牌品质管理->requires->skill:product,role:role-自有品牌品质管理,skill:product,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3643663856
role:role-自营蔬菜城市群负责人->requires->skill:product,role:role-自营蔬菜城市群负责人,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4381723982
role:role-航测项目经理->requires->skill:c,role:role-航测项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867419465877176324
role:role-航测项目经理->requires->skill:design,role:role-航测项目经理,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867419465877176324
role:role-芯片架构师->requires->skill:design,role:role-芯片架构师,skill:design,requires,1,0.58,2026-06,2026-06,http://careers.tencent.com/jobdesc.html?postId=2011617158689349632
role:role-英利浦销售代表->requires->skill:c,role:role-英利浦销售代表,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867080869949620228
role:role-英利浦销售代表->requires->skill:design,role:role-英利浦销售代表,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867080869949620228
role:role-英语翻译->requires->skill:c,role:role-英语翻译,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406446661124098
role:role-英语翻译->requires->skill:design,role:role-英语翻译,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406446661124098
role:role-茶艺师->requires->skill:c,role:role-茶艺师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008499892842414085
role:role-茶艺师->requires->skill:design,role:role-茶艺师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008499892842414085
role:role-药品研发项目经理->requires->skill:c,role:role-药品研发项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061108965445877762
role:role-营销数字化项目经理->requires->skill:c,role:role-营销数字化项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406573362921477
role:role-蔬菜产地品控->requires->skill:product,role:role-蔬菜产地品控,skill:product,requires,1,0.58,2026-03,2026-03,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4306607954
role:role-行政-前台->requires->skill:c,role:role-行政-前台,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867422692815683584
role:role-行政-前台->requires->skill:design,role:role-行政-前台,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867422692815683584
role:role-行政-外联->requires->skill:c,role:role-行政-外联,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008499917769162755
role:role-行政-外联->requires->skill:design,role:role-行政-外联,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008499917769162755
role:role-行政专员->requires->skill:c,role:role-行政专员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073318775239761923
role:role-行政专员->requires->skill:design,role:role-行政专员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073318775239761923
role:role-行政人事->requires->skill:c,role:role-行政人事,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089295811297285
role:role-行政人事->requires->skill:docker,role:role-行政人事,skill:docker,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089295811297285
role:role-行政人事经理主管->requires->skill:c,role:role-行政人事经理主管,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089242212286471
role:role-行政人事经理主管->requires->skill:design,role:role-行政人事经理主管,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089242212286471
role:role-装修项目经理->requires->skill:c,role:role-装修项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008503864495718400
role:role-装饰装修预算员->requires->skill:c,role:role-装饰装修预算员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073402431992127495
role:role-装饰装修预算员->requires->skill:design,role:role-装饰装修预算员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073402431992127495
role:role-西安区域销售经理->requires->skill:c,role:role-西安区域销售经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867082094711422981
role:role-西安区域销售经理->requires->skill:testing,role:role-西安区域销售经理,skill:testing,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867082094711422981
role:role-西部鲜肉自营采购-水产->requires->skill:product,role:role-西部鲜肉自营采购-水产,skill:product,requires,1,0.58,2026-06,2026-06,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4346279283
role:role-视频会议项目经理->requires->skill:c,role:role-视频会议项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867075248328294407
role:role-视频技术->requires->skill:product,role:role-视频技术,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31918&dataSource=1
role:role-解决方案->requires->skill:design,role:role-解决方案,skill:design,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4016359499
role:role-解决方案->requires->skill:product,role:role-解决方案,skill:product,requires,1,0.58,2026-02,2026-02,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4016359499
role:role-计算->requires->skill:product,role:role-计算,skill:product,requires,1,0.58,2026-06,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=34867&dataSource=1
role:role-计算技术->requires->skill:product,role:role-计算技术,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31930&dataSource=1
role:role-计算系统首席科学家->requires->skill:big-data,role:role-计算系统首席科学家,skill:big-data,requires,1,0.58,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35202&dataSource=1
role:role-计算系统首席科学家->requires->skill:microservices,role:role-计算系统首席科学家,skill:microservices,requires,1,0.58,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35202&dataSource=1
role:role-计算系统首席科学家->requires->skill:product,role:role-计算系统首席科学家,skill:product,requires,1,0.58,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35202&dataSource=1
role:role-订单专员->requires->skill:c,role:role-订单专员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867086542737522691
role:role-订单专员->requires->skill:testing,role:role-订单专员,skill:testing,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867086542737522691
role:role-设备技术人员->requires->skill:c,role:role-设备技术人员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502652379611137
role:role-设备技术人员->requires->skill:design,role:role-设备技术人员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008502652379611137
role:role-试验室主任->requires->skill:c,role:role-试验室主任,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089232997400581
role:role-试验室主任->requires->skill:design,role:role-试验室主任,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089232997400581
role:role-请城市经理->requires->skill:c,role:role-请城市经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088646038110215
role:role-请城市经理->requires->skill:product,role:role-请城市经理,skill:product,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867088646038110215
role:role-调机员->requires->skill:c,role:role-调机员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867081055988105220
role:role-调机员->requires->skill:docker,role:role-调机员,skill:docker,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867081055988105220
role:role-财务->requires->skill:c,role:role-财务,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090739478020101
role:role-财务->requires->skill:product,role:role-财务,skill:product,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090739478020101
role:role-财务人员->requires->skill:c,role:role-财务人员,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867419691560091648
role:role-财务人员->requires->skill:design,role:role-财务人员,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867419691560091648
role:role-财经专员->requires->skill:excel,role:role-财经专员,skill:excel,requires,1,0.58,2026-05,2026-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=32953&dataSource=1
role:role-货物运输技术支持->requires->skill:c,role:role-货物运输技术支持,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319486400913408
role:role-货物运输技术支持->requires->skill:testing,role:role-货物运输技术支持,skill:testing,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319486400913408
role:role-资产评估项目经理->requires->skill:c,role:role-资产评估项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1282206300562145280
role:role-赤峰消防工程项目经理->requires->skill:c,role:role-赤峰消防工程项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2008504221087055873
role:role-跑鞋创新项目经理->requires->skill:c,role:role-跑鞋创新项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074408120696061952
role:role-车库安装项目经理->requires->skill:c,role:role-车库安装项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090404068179973
role:role-车载信息娱乐-tbox-功能开发工程师->requires->skill:c,role:role-车载信息娱乐-tbox-功能开发工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406680275599361
role:role-车载信息娱乐-tbox-功能开发工程师->requires->skill:design,role:role-车载信息娱乐-tbox-功能开发工程师,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074406680275599361
role:role-车间主任->requires->skill:c,role:role-车间主任,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867061625530892294
role:role-车间主任->requires->skill:product,role:role-车间主任,skill:product,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867061625530892294
role:role-车间普工->requires->skill:c,role:role-车间普工,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867408702077026308
role:role-软件->requires->skill:product,role:role-软件,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31912&dataSource=1
role:role-软件工程师->requires->skill:c,role:role-软件工程师,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867089860586913793
role:role-软件工程师erp开发->requires->skill:c,role:role-软件工程师erp开发,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867087290938310661
role:role-软件工程师erp开发->requires->skill:design,role:role-软件工程师erp开发,skill:design,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867087290938310661
role:role-软件项目经理->requires->skill:c,role:role-软件项目经理,skill:c,requires,1,0.58,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867044607766970369
role:role-软硬件及无人机内控-内控->requires->skill:design,role:role-软硬件及无人机内控-内控,skill:design,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2516388759
role:role-软硬件及无人机内控-内控->requires->skill:testing,role:role-软硬件及无人机内控-内控,skill:testing,requires,1,0.58,2026-04,2026-04,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2516388759
role:role-软硬协同技术->requires->skill:product,role:role-软硬协同技术,skill:product,requires,1,0.58,2026-04,2026-04,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=31906&dataSource=1
